Referencia;Categoria;Endereco;Endereco Numero;Endereco Complemento;Dormitorio;Valor venda;Valor Aluguel;Bairro Comercial;Empreendimento;Valor M2 Aluguel;Valor M2 venda;Valor total aluguel;Data cadastro;Data atualizacao;Equipes do Imovel;Corretores do Imovel;Nome;Publicar Viva Real VRSync;Publicar Viva Real VRSync 2;Status;Area Privativa;Tem Placa;Vagas;Suite;Ano de Construção;Lançamento
Excelente oportunidade;Sobrado;Av. Ipiranga;685.0;Rua Bela Cintra;4.0;3809900.0;0.0;Vila Mariana;Excelente oportunidade;0.0;19.285.714.285.714;0.0;19/07/2017;18/08/2017;;Totalmente reformado;Espaçoso e iluminado;Espaçoso e iluminado;Imóvel bem localizado;Imóvel bem localizado;214.0;Excelente oportunidade;3.0;4.0;0;Totalmente reformado
Excelente oportunidade;Casa;Av. Angélica;158.0;Av. Ipiranga;2.0;0.0;2100.0;Tatuapé;;19.587.628.865.979;0.0;2600.0;22/07/2017;21/08/2017;;Espaçoso e iluminado;Totalmente reformado;Excelente oportunidade;Espaçoso e iluminado;Excelente oportunidade;110.0;Imóvel bem localizado;1.0;0.0;0;Imóvel bem localizado
Moderno e funcional;Studio;Rua Augusta;432.0;Av. Paulista;2.0;442200.0;0.0;Santa Cecília;Totalmente reformado;0.0;51.724.137.931.034;1200.0;25/07/2017;24/08/2017;;Espaçoso e iluminado;Excelente oportunidade;Totalmente reformado;Espaçoso e iluminado;Imóvel bem localizado;102.0;Imóvel bem localizado;1.0;1.0;0;Imóvel bem localizado
Excelente oportunidade;Studio;Rua Bela Cintra;459.0;Av. Ipiranga;3.0;734700.0;0.0;Tatuapé;Imóvel bem localizado;0.0;10.793.650.793.651;0.0;28/07/2017;27/08/2017;;Espaçoso e iluminado;Excelente oportunidade;Imóvel bem localizado;Excelente oportunidade;Totalmente reformado;69.0;Totalmente reformado;1.0;1.0;0;Imóvel bem localizado
Excelente oportunidade;Cobertura;Av. Angélica;240.0;Av. Ipiranga;3.0;828500.0;0.0;Tatuapé;;0.0;3000.0;300.0;31/07/2017;30/08/2017;;Totalmente reformado;Moderno e funcional;Moderno e funcional;Espaçoso e iluminado;Totalmente reformado;247.0;Totalmente reformado;4.0;0.0;0;Espaçoso e iluminado
Excelente oportunidade;Sobrado;Rua Oscar Freire;230.0;Rua Bela Cintra;2.0;480500.0;0.0;Vila Mariana;Moderno e funcional;0.0;84.905.660.377.358;1000.0;03/08/2017;02/09/2017;Excelente oportunidade;Moderno e funcional;Excelente oportunidade;Moderno e funcional;Espaçoso e iluminado;Moderno e funcional;61.0;Excelente oportunidade;1.0;0.0;2011;Totalmente reformado
Totalmente reformado;Sobrado;Av. Angélica;509.0;Av. Angélica;0.0;0.0;11600.0;Higienópolis;;0.0;0.0;15900.0;05/08/2017;04/09/2017;;Excelente oportunidade;Excelente oportunidade;Imóvel bem localizado;Excelente oportunidade;Espaçoso e iluminado;381.0;Totalmente reformado;0.0;0.0;0;Excelente oportunidade
Espaçoso e iluminado;Studio;Rua Bela Cintra;26.0;Av. Angélica;0.0;396100.0;0.0;Moema;;0.0;408700.0;0.0;08/08/2017;07/09/2017;;Moderno e funcional;Totalmente reformado;Moderno e funcional;Espaçoso e iluminado;Espaçoso e iluminado;1.0;Espaçoso e iluminado;0.0;0.0;0;Moderno e funcional
Excelente oportunidade;Sobrado;Av. Ipiranga;200.0;Rua Oscar Freire;0.0;2366500.0;0.0;Tatuapé;;0.0;12800.0;48200.0;11/08/2017;10/09/2017;;Imóvel bem localizado;Excelente oportunidade;Totalmente reformado;Moderno e funcional;Moderno e funcional;263.0;Totalmente reformado;6.0;0.0;0;Excelente oportunidade
Moderno e funcional;Studio;Av. Ipiranga;21.0;Av. Ipiranga;2.0;1380600.0;0.0;Higienópolis;Excelente oportunidade;0.0;20.857.142.857.143;1300.0;14/08/2017;13/09/2017;;Imóvel bem localizado;Totalmente reformado;Totalmente reformado;Totalmente reformado;Totalmente reformado;73.0;Imóvel bem localizado;1.0;1.0;2010;Excelente oportunidade
Totalmente reformado;Ponto Comercial;Av. Angélica;175.0;Av. Paulista;3.0;507000.0;0.0;Tatuapé;Totalmente reformado;0.0;6900.0;1100.0;17/08/2017;16/09/2017;;Imóvel bem localizado;Espaçoso e iluminado;Excelente oportunidade;Espaçoso e iluminado;Excelente oportunidade;67.0;Excelente oportunidade;2.0;1.0;2001;Totalmente reformado
Totalmente reformado;Casa;Av. Paulista;1075.0;Rua Augusta;3.0;1820500.0;0.0;Santa Cecília;Excelente oportunidade;0.0;15.238.095.238.095;2300.0;20/08/2017;19/09/2017;;Espaçoso e iluminado;Totalmente reformado;Moderno e funcional;Espaçoso e iluminado;Imóvel bem localizado;115.0;Excelente oportunidade;1.0;1.0;0;Excelente oportunidade
Totalmente reformado;Apartamento;Av. Ipiranga;2198.0;Av. Angélica;3.0;0.0;11700.0;Higienópolis;;50.869.565.217.391;0.0;14200.0;23/08/2017;22/09/2017;Excelente oportunidade;Excelente oportunidade;Totalmente reformado;Totalmente reformado;Moderno e funcional;Excelente oportunidade;207.0;Excelente oportunidade;12.0;0.0;0;Excelente oportunidade
Totalmente reformado;Casa;Av. Ipiranga;2198.0;Rua Bela Cintra;4.0;3007900.0;0.0;Tatuapé;;0.0;14.594.594.594.595;700.0;26/08/2017;25/09/2017;Espaçoso e iluminado;Excelente oportunidade;Totalmente reformado;Excelente oportunidade;Excelente oportunidade;Totalmente reformado;205.0;Excelente oportunidade;13.0;0.0;1995;Excelente oportunidade
Espaçoso e iluminado;Cobertura;Rua Oscar Freire;257.0;Rua Augusta;1.0;566100.0;0.0;Vila Mariana;Excelente oportunidade;0.0;20800.0;600.0;29/08/2017;28/09/2017;;Imóvel bem localizado;Totalmente reformado;Totalmente reformado;Totalmente reformado;Totalmente reformado;25.0;Moderno e funcional;0.0;0.0;2000;Moderno e funcional
Imóvel bem localizado;Studio;Av. Paulista;1273.0;Rua Augusta;2.0;430200.0;0.0;Higienópolis;Imóvel bem localizado;0.0;76.666.666.666.667;600.0;01/09/2017;01/10/2017;;Moderno e funcional;Totalmente reformado;Totalmente reformado;Imóvel bem localizado;Imóvel bem localizado;72.0;Excelente oportunidade;1.0;0.0;0;Moderno e funcional
Excelente oportunidade;Studio;Rua Bela Cintra;314.0;Rua Bela Cintra;4.0;1003600.0;0.0;Vila Mariana;Moderno e funcional;0.0;49.734.042.553.191;1600.0;04/09/2017;04/10/2017;;Moderno e funcional;Totalmente reformado;Espaçoso e iluminado;Moderno e funcional;Moderno e funcional;181.0;Excelente oportunidade;3.0;1.0;0;Excelente oportunidade
Imóvel bem localizado;Apartamento;Rua Bela Cintra;65.0;Rua Augusta;5.0;899700.0;0.0;Tatuapé;;0.0;42.380.952.380.952;300.0;07/09/2017;07/10/2017;;Moderno e funcional;Moderno e funcional;Espaçoso e iluminado;Imóvel bem localizado;Moderno e funcional;241.0;Totalmente reformado;4.0;0.0;1972;Espaçoso e iluminado
Excelente oportunidade;Casa;Av. Paulista;164.0;Rua Bela Cintra;0.0;3524000.0;0.0;Santa Cecília;;0.0;72.614.107.883.817;2300.0;10/09/2017;10/10/2017;;Imóvel bem localizado;Excelente oportunidade;Imóvel bem localizado;Moderno e funcional;Totalmente reformado;435.0;Imóvel bem localizado;11.0;0.0;0;Imóvel bem localizado
Totalmente reformado;Casa;Av. Angélica;612.0;Rua Oscar Freire;3.0;1091600.0;0.0;Pinheiros;;0.0;10.280.373.831.776;1500.0;13/09/2017;13/10/2017;;Imóvel bem localizado;Imóvel bem localizado;Imóvel bem localizado;Espaçoso e iluminado;Excelente oportunidade;97.0;Imóvel bem localizado;1.0;1.0;1975;Espaçoso e iluminado
Totalmente reformado;Casa;Av. Angélica;861.0;Av. Angélica;4.0;3145900.0;0.0;Pinheiros;;0.0;92.227.043.599.885;7300.0;15/09/2017;15/10/2017;;Excelente oportunidade;Moderno e funcional;Imóvel bem localizado;Totalmente reformado;Excelente oportunidade;364.0;Excelente oportunidade;5.0;5.0;0;Totalmente reformado
Totalmente reformado;Cobertura;Rua Bela Cintra;799.0;Rua Oscar Freire;2.0;599900.0;0.0;Higienópolis;;0.0;13.191.489.361.702;900.0;18/09/2017;18/10/2017;Espaçoso e iluminado;Imóvel bem localizado;Imóvel bem localizado;Espaçoso e iluminado;Moderno e funcional;Excelente oportunidade;44.0;Excelente oportunidade;0.0;0.0;0;Espaçoso e iluminado
Imóvel bem localizado;Ponto Comercial;Rua Augusta;135.0;Av. Paulista;1.0;521500.0;0.0;Santa Cecília;;0.0;11.111.111.111.111;1900.0;21/09/2017;21/10/2017;;Espaçoso e iluminado;Excelente oportunidade;Excelente oportunidade;Imóvel bem localizado;Moderno e funcional;44.0;Imóvel bem localizado;1.0;0.0;0;Excelente oportunidade
Moderno e funcional;Ponto Comercial;Rua Augusta;67.0;Rua Augusta;3.0;2729100.0;0.0;Moema;Imóvel bem localizado;0.0;13.513.513.513.514;2100.0;24/09/2017;24/10/2017;;Totalmente reformado;Espaçoso e iluminado;Imóvel bem localizado;Totalmente reformado;Espaçoso e iluminado;196.0;Totalmente reformado;3.0;3.0;0;Moderno e funcional
Espaçoso e iluminado;Sobrado;Rua Oscar Freire;329.0;Av. Ipiranga;4.0;714000.0;0.0;Vila Mariana;Excelente oportunidade;0.0;65.217.391.304.348;1800.0;27/09/2017;27/10/2017;;Moderno e funcional;Imóvel bem localizado;Imóvel bem localizado;Espaçoso e iluminado;Imóvel bem localizado;119.0;Imóvel bem localizado;2.0;1.0;0;Espaçoso e iluminado
Totalmente reformado;Apartamento;Av. Paulista;263.0;Av. Paulista;2.0;665600.0;0.0;Tatuapé;;0.0;27.966.101.694.915;200.0;30/09/2017;30/10/2017;;Imóvel bem localizado;Totalmente reformado;Moderno e funcional;Espaçoso e iluminado;Moderno e funcional;262.0;Totalmente reformado;2.0;0.0;0;Moderno e funcional
Moderno e funcional;Apartamento;Rua Bela Cintra;91.0;Av. Paulista;1.0;0.0;4500.0;Moema;;21.739.130.434.783;0.0;5700.0;03/10/2017;02/11/2017;;Excelente oportunidade;Totalmente reformado;Excelente oportunidade;Imóvel bem localizado;Totalmente reformado;251.0;Moderno e funcional;6.0;0.0;0;Moderno e funcional
Totalmente reformado;Casa;Rua Bela Cintra;1380.0;Rua Augusta;1.0;0.0;10500.0;Vila Mariana;;85.714.285.714.286;0.0;14500.0;06/10/2017;05/11/2017;;Totalmente reformado;Imóvel bem localizado;Excelente oportunidade;Totalmente reformado;Espaçoso e iluminado;128.0;Moderno e funcional;4.0;0.0;0;Excelente oportunidade
Imóvel bem localizado;Apartamento;Av. Angélica;158.0;Av. Angélica;2.0;0.0;1400.0;Santa Cecília;;42.857.142.857.143;0.0;1400.0;09/10/2017;08/11/2017;;Espaçoso e iluminado;Excelente oportunidade;Moderno e funcional;Imóvel bem localizado;Imóvel bem localizado;41.0;Espaçoso e iluminado;1.0;0.0;0;Totalmente reformado
Imóvel bem localizado;Ponto Comercial;Rua Augusta;82.0;Rua Oscar Freire;1.0;243300.0;0.0;Pinheiros;;0.0;62.352.941.176.471;300.0;12/10/2017;11/11/2017;;Moderno e funcional;Moderno e funcional;Imóvel bem localizado;Espaçoso e iluminado;Espaçoso e iluminado;36.0;Excelente oportunidade;0.0;0.0;0;Totalmente reformado
Espaçoso e iluminado;Casa;Av. Ipiranga;15.0;Av. Ipiranga;0.0;1882000.0;0.0;Moema;;0.0;51.428.571.428.571;500.0;15/10/2017;14/11/2017;;Moderno e funcional;Espaçoso e iluminado;Excelente oportunidade;Moderno e funcional;Espaçoso e iluminado;403.0;Moderno e funcional;2.0;0.0;0;Moderno e funcional
Excelente oportunidade;Ponto Comercial;Av. Ipiranga;682.0;Rua Oscar Freire;2.0;968600.0;0.0;Vila Mariana;;0.0;1.719.298.245.614;800.0;18/10/2017;17/11/2017;;Espaçoso e iluminado;Moderno e funcional;Totalmente reformado;Espaçoso e iluminado;Espaçoso e iluminado;65.0;Totalmente reformado;1.0;1.0;0;Imóvel bem localizado
Moderno e funcional;Sobrado;Rua Oscar Freire;217.0;Av. Ipiranga;3.0;816800.0;0.0;Pinheiros;Totalmente reformado;0.0;81.521.739.130.435;1800.0;21/10/2017;20/11/2017;;Moderno e funcional;Espaçoso e iluminado;Moderno e funcional;Espaçoso e iluminado;Totalmente reformado;105.0;Imóvel bem localizado;2.0;1.0;0;Moderno e funcional
Espaçoso e iluminado;Sobrado;Av. Angélica;1050.0;Rua Bela Cintra;1.0;394200.0;0.0;Higienópolis;Imóvel bem localizado;0.0;9200.0;400.0;23/10/2017;22/11/2017;;Moderno e funcional;Totalmente reformado;Totalmente reformado;Excelente oportunidade;Excelente oportunidade;36.0;Espaçoso e iluminado;0.0;0.0;0;Imóvel bem localizado
Espaçoso e iluminado;Cobertura;Rua Augusta;761.0;Av. Angélica;5.0;1150300.0;0.0;Moema;Totalmente reformado;0.0;54.545.454.545.455;3600.0;26/10/2017;25/11/2017;;Moderno e funcional;Espaçoso e iluminado;Excelente oportunidade;Imóvel bem localizado;Excelente oportunidade;237.0;Espaçoso e iluminado;2.0;1.0;1975;Imóvel bem localizado
Totalmente reformado;Casa;Rua Oscar Freire;216.0;Av. Angélica;4.0;794700.0;0.0;Higienópolis;;0.0;74.358.974.358.974;100.0;29/10/2017;28/11/2017;;Totalmente reformado;Imóvel bem localizado;Moderno e funcional;Excelente oportunidade;Excelente oportunidade;134.0;Excelente oportunidade;3.0;0.0;0;Excelente oportunidade
Excelente oportunidade;Sobrado;Rua Augusta;465.0;Rua Oscar Freire;4.0;783400.0;0.0;Higienópolis;Espaçoso e iluminado;0.0;32.692.307.692.308;3500.0;01/11/2017;01/12/2017;;Espaçoso e iluminado;Imóvel bem localizado;Moderno e funcional;Espaçoso e iluminado;Imóvel bem localizado;293.0;Totalmente reformado;2.0;3.0;0;Espaçoso e iluminado
Espaçoso e iluminado;Apartamento;Rua Oscar Freire;12.0;Rua Oscar Freire;4.0;0.0;13500.0;Higienópolis;;100.0;0.0;16800.0;04/11/2017;04/12/2017;;Espaçoso e iluminado;Excelente oportunidade;Excelente oportunidade;Totalmente reformado;Moderno e funcional;275.0;Espaçoso e iluminado;3.0;1.0;0;Totalmente reformado
Totalmente reformado;Sobrado;Rua Augusta;463.0;Av. Ipiranga;0.0;0.0;6400.0;Tatuapé;;46.052.631.578.947;0.0;6900.0;07/11/2017;07/12/2017;;Excelente oportunidade;Totalmente reformado;Moderno e funcional;Espaçoso e iluminado;Moderno e funcional;157.0;Totalmente reformado;1.0;0.0;0;Espaçoso e iluminado
Excelente oportunidade;Sobrado;Av. Paulista;135.0;Av. Ipiranga;2.0;264600.0;0.0;Moema;Moderno e funcional;0.0;46.078.431.372.549;500.0;10/11/2017;10/12/2017;;Espaçoso e iluminado;Excelente oportunidade;Espaçoso e iluminado;Excelente oportunidade;Moderno e funcional;54.0;Imóvel bem localizado;1.0;0.0;0;Excelente oportunidade
Totalmente reformado;Casa;Rua Bela Cintra;23.0;Av. Paulista;0.0;0.0;13100.0;Pinheiros;;31.578.947.368.421;0.0;17100.0;13/11/2017;13/12/2017;;Espaçoso e iluminado;Espaçoso e iluminado;Imóvel bem localizado;Totalmente reformado;Excelente oportunidade;370.0;Excelente oportunidade;0.0;0.0;0;Imóvel bem localizado
Espaçoso e iluminado;Apartamento;Av. Ipiranga;37.0;Av. Ipiranga;1.0;3322500.0;0.0;Santa Cecília;;0.0;20.833.333.333.333;800.0;16/11/2017;16/12/2017;;Espaçoso e iluminado;Excelente oportunidade;Espaçoso e iluminado;Imóvel bem localizado;Imóvel bem localizado;194.0;Totalmente reformado;1.0;0.0;0;Espaçoso e iluminado
Moderno e funcional;Cobertura;Rua Oscar Freire;140.0;Rua Bela Cintra;2.0;338600.0;0.0;Moema;Moderno e funcional;0.0;59.074.074.074.074;56600.0;19/11/2017;19/12/2017;;Totalmente reformado;Imóvel bem localizado;Imóvel bem localizado;Moderno e funcional;Excelente oportunidade;60.0;Totalmente reformado;1.0;1.0;0;Espaçoso e iluminado
Excelente oportunidade;Sobrado;Av. Angélica;5748.0;Av. Paulista;1.0;294100.0;0.0;Higienópolis;Moderno e funcional;0.0;6300.0;300.0;22/11/2017;22/12/2017;;Moderno e funcional;Excelente oportunidade;Moderno e funcional;Moderno e funcional;Moderno e funcional;37.0;Excelente oportunidade;0.0;0.0;2013;Totalmente reformado
Moderno e funcional;Ponto Comercial;Av. Angélica;424.0;Rua Bela Cintra;3.0;875900.0;0.0;Higienópolis;Espaçoso e iluminado;0.0;10.058.823.529.412;1100.0;25/11/2017;25/12/2017;;Totalmente reformado;Moderno e funcional;Imóvel bem localizado;Totalmente reformado;Excelente oportunidade;78.0;Excelente oportunidade;2.0;1.0;2004;Moderno e funcional
Moderno e funcional;Cobertura;Rua Bela Cintra;660.0;Av. Angélica;2.0;391200.0;0.0;Tatuapé;;0.0;72.553.191.489.362;600.0;28/11/2017;28/12/2017;;Moderno e funcional;Espaçoso e iluminado;Excelente oportunidade;Excelente oportunidade;Excelente oportunidade;51.0;Espaçoso e iluminado;1.0;0.0;0;Excelente oportunidade
Excelente oportunidade;Sobrado;Av. Paulista;86.0;Av. Angélica;0.0;0.0;1900.0;Vila Mariana;;37.523.452.694.711;0.0;3000.0;30/11/2017;30/12/2017;;Moderno e funcional;Excelente oportunidade;Totalmente reformado;Espaçoso e iluminado;Excelente oportunidade;61.0;Moderno e funcional;2.0;0.0;0;Espaçoso e iluminado
Excelente oportunidade;Ponto Comercial;Av. Paulista;217.0;Rua Oscar Freire;1.0;364900.0;0.0;Santa Cecília;Espaçoso e iluminado;0.0;69.642.857.142.857;300.0;03/12/2017;02/01/2018;;Moderno e funcional;Totalmente reformado;Imóvel bem localizado;Totalmente reformado;Espaçoso e iluminado;67.0;Totalmente reformado;1.0;0.0;0;Imóvel bem localizado
Totalmente reformado;Sobrado;Rua Oscar Freire;406.0;Rua Oscar Freire;3.0;0.0;3400.0;Moema;Totalmente reformado;100.0;0.0;2900.0;06/12/2017;05/01/2018;;Imóvel bem localizado;Excelente oportunidade;Excelente oportunidade;Totalmente reformado;Totalmente reformado;67.0;Excelente oportunidade;1.0;1.0;0;Moderno e funcional
Espaçoso e iluminado;Cobertura;Rua Oscar Freire;100.0;Rua Augusta;5.0;805000.0;0.0;Moema;Excelente oportunidade;0.0;4700.0;2300.0;09/12/2017;08/01/2018;;Imóvel bem localizado;Totalmente reformado;Excelente oportunidade;Moderno e funcional;Moderno e funcional;171.0;Imóvel bem localizado;3.0;3.0;1991;Moderno e funcional
Espaçoso e iluminado;Ponto Comercial;Rua Augusta;608.0;Av. Ipiranga;4.0;766300.0;0.0;Higienópolis;;0.0;52.526.625;200.0;12/12/2017;11/01/2018;;Totalmente reformado;Espaçoso e iluminado;Totalmente reformado;Totalmente reformado;Imóvel bem localizado;155.0;Totalmente reformado;2.0;1.0;0;Excelente oportunidade
Imóvel bem localizado;Studio;Rua Bela Cintra;112.0;Rua Bela Cintra;5.0;1816600.0;0.0;Moema;;0.0;66.787.003.610.108;500.0;15/12/2017;14/01/2018;;Excelente oportunidade;Totalmente reformado;Moderno e funcional;Excelente oportunidade;Imóvel bem localizado;323.0;Excelente oportunidade;3.0;3.0;0;Moderno e funcional
Totalmente reformado;Sobrado;Av. Paulista;218.0;Rua Augusta;8.0;0.0;52300.0;Vila Mariana;;34.129.692.832.765;0.0;56600.0;18/12/2017;17/01/2018;Totalmente reformado;Imóvel bem localizado;Totalmente reformado;Moderno e funcional;Imóvel bem localizado;Imóvel bem localizado;1384.0;Espaçoso e iluminado;12.0;4.0;1980;Excelente oportunidade
Excelente oportunidade;Cobertura;Av. Ipiranga;550.0;Rua Augusta;0.0;0.0;31900.0;Higienópolis;;100.0;0.0;57400.0;21/12/2017;20/01/2018;;Imóvel bem localizado;Excelente oportunidade;Totalmente reformado;Imóvel bem localizado;Imóvel bem localizado;658.0;Totalmente reformado;15.0;0.0;0;Moderno e funcional
Moderno e funcional;Casa;Av. Paulista;143.0;Av. Ipiranga;4.0;1607400.0;0.0;Pinheiros;Espaçoso e iluminado;0.0;53.571.428.571.429;3200.0;24/12/2017;23/01/2018;;Imóvel bem localizado;Excelente oportunidade;Moderno e funcional;Totalmente reformado;Espaçoso e iluminado;269.0;Moderno e funcional;7.0;2.0;0;Moderno e funcional
Moderno e funcional;Sobrado;Rua Augusta;80.0;Av. Ipiranga;2.0;397200.0;0.0;Vila Mariana;Espaçoso e iluminado;0.0;6.140.350.877.193;800.0;27/12/2017;26/01/2018;;Excelente oportunidade;Moderno e funcional;Totalmente reformado;Espaçoso e iluminado;Imóvel bem localizado;66.0;Imóvel bem localizado;1.0;0.0;1984;Espaçoso e iluminado
Imóvel bem localizado;Cobertura;Av. Angélica;931.0;Rua Augusta;0.0;0.0;3400.0;Higienópolis;;33.333.333.333.333;0.0;3400.0;30/12/2017;29/01/2018;;Totalmente reformado;Excelente oportunidade;Imóvel bem localizado;Excelente oportunidade;Totalmente reformado;93.0;Imóvel bem localizado;1.0;0.0;0;Imóvel bem localizado
Totalmente reformado;Sobrado;Rua Augusta;935.0;Rua Augusta;0.0;0.0;3200.0;Santa Cecília;;33.333.333.333.333;0.0;3300.0;02/01/2018;01/02/2018;;Totalmente reformado;Totalmente reformado;Excelente oportunidade;Espaçoso e iluminado;Imóvel bem localizado;85.0;Imóvel bem localizado;1.0;0.0;0;Imóvel bem localizado
Imóvel bem localizado;Cobertura;Rua Augusta;60.0;Rua Bela Cintra;2.0;826000.0;0.0;Higienópolis;Totalmente reformado;0.0;6.198.347.107.438;2300.0;05/01/2018;04/02/2018;;Espaçoso e iluminado;Imóvel bem localizado;Moderno e funcional;Espaçoso e iluminado;Moderno e funcional;120.0;Espaçoso e iluminado;1.0;1.0;0;Imóvel bem localizado
Excelente oportunidade;Ponto Comercial;Rua Bela Cintra;84.0;Av. Paulista;3.0;657700.0;0.0;Pinheiros;;0.0;50.977.099.236.641;100.0;07/01/2018;06/02/2018;;Espaçoso e iluminado;Imóvel bem localizado;Excelente oportunidade;Espaçoso e iluminado;Moderno e funcional;143.0;Espaçoso e iluminado;1.0;0.0;0;Espaçoso e iluminado
Imóvel bem localizado;Cobertura;Rua Augusta;279.0;Av. Paulista;5.0;1023900.0;0.0;Tatuapé;Moderno e funcional;0.0;59.887.005.649.718;3600.0;10/01/2018;09/02/2018;Moderno e funcional;Excelente oportunidade;Totalmente reformado;Totalmente reformado;Espaçoso e iluminado;Totalmente reformado;168.0;Moderno e funcional;3.0;2.0;1990;Moderno e funcional
Totalmente reformado;Sobrado;Rua Bela Cintra;600.0;Rua Augusta;2.0;300900.0;0.0;Higienópolis;Espaçoso e iluminado;0.0;5800.0;300.0;13/01/2018;12/02/2018;;Imóvel bem localizado;Excelente oportunidade;Excelente oportunidade;Totalmente reformado;Imóvel bem localizado;52.0;Totalmente reformado;1.0;0.0;0;Espaçoso e iluminado
Moderno e funcional;Sobrado;Av. Ipiranga;1686.0;Av. Angélica;1.0;324400.0;0.0;Higienópolis;;0.0;93.030.303.030.303;100.0;16/01/2018;15/02/2018;;Excelente oportunidade;Moderno e funcional;Espaçoso e iluminado;Imóvel bem localizado;Moderno e funcional;36.0;Excelente oportunidade;0.0;0.0;0;Totalmente reformado
Espaçoso e iluminado;Ponto Comercial;Av. Angélica;464.0;Rua Oscar Freire;3.0;879600.0;0.0;Santa Cecília;;0.0;6.783.992;1100.0;19/01/2018;18/02/2018;;Espaçoso e iluminado;Espaçoso e iluminado;Totalmente reformado;Espaçoso e iluminado;Moderno e funcional;117.0;Excelente oportunidade;4.0;1.0;0;Moderno e funcional
Imóvel bem localizado;Casa;Rua Oscar Freire;620.0;Rua Augusta;1.0;322900.0;0.0;Moema;Excelente oportunidade;0.0;13.076.923.076.923;300.0;22/01/2018;21/02/2018;;Totalmente reformado;Imóvel bem localizado;Espaçoso e iluminado;Moderno e funcional;Totalmente reformado;27.0;Imóvel bem localizado;0.0;0.0;0;Imóvel bem localizado
